disease,postLink,postHeading,postContent
Covid,https://www.medhelp.org/posts/COVID19/Constant-Sickness/show/3076575,Constant Sickness,"Has anyone constantly been getting sick since having covid? Ever since I had it in July of last year, maybe a month or so afterward, I have been getting sick nonstop from stomach bugs, strep, and the main kicker which is cold/allergy like symptoms with sore throat, sinus, mucus, and sometimes coughing, etc... anything and everything! Not even exaggerating, I get sick every other week and at the most two weeks if I am very lucky. I feel good for a week at a time and it's usually when I'm on antibiotics. I have taken antiboitcs 4 times this year (it's only the beginning of May) for the cold/allergy symptoms because it always seems to return then turn into a sinus infection or just a horrid sickness that I can't get rid of without treatment. Over the counter medication seems to do absolutely nothing for me.. dayquil, nyquil, claritin, zyrtec, flonase, you name it... no relief. I've tried taking womens vitamins, all kinds of immune vitamins... nothing seems to improve or help. I even ended up getting c diff and landed in the hospital for about a week due to taking so many antibiotics... last course they put me on for 3 weeks... I am so afraid to get sick again... but I already feel it coming on now that I'm toward the end of the c diff issue.. sore throat started coming on yesterday and now I have that overall sick feeling coming on today with slight stuffy nose and mucus this morning. Please HELP!!!!!! I am so depressed. I cannot keep doing this, as it is taking my entire life from me. All I have time to do now is work then alternate between being sick and then spending the time I am well cleaning and catching up on housework I couldn't do while sick then cycle repeat. All I want is to be able to take my kids places and do something fun for once.. Doctors are no help. I have an allergy test scheduled, but I keep having to reschedule due to illness. I also just ordered a genetics kit to see if that turns up any kind of beneficial results. I am so desperate. Someone please help me... :("
Covid,https://www.medhelp.org/posts/COVID19/Reminder-MedHelp-an-evidence-based-site/show/3068355,Reminder - MedHelp an evidence-based site.,"We are a science- and evidence-based medical support and information site. We provide sound, substantiated advice to our members and readers. As per our Coronavirus forum policy, any statements of scientific or medical fact be substantiated by a link to a credible source. To see our policy - https:// We are not a political site. Our members come from all over the world, and many are not aware of, nor do they care about, U.S. politics. Political discussions, references, or mentions are not allowed. If you have questions, feel free to send me or one of our moderators a message. We'll be happy to help. https://"
Covid,https://www.medhelp.org/posts/COVID19/Fever-for-4-days-covid/show/3061310,Fever for 4 days covid??,"Sir/madam I am 42 yr old had chills rigours severe body pains and fever since 4 days with throat pain and increased urination, and my initial test showed wbc normal platelet normal monocytes 10 lymphocyte 20. Dengue serology enteric serology neg d dimer LFT normal urine normal sars covid Rtpcr neg. my sats vary between 94-97 and resp rate 16. No fever today but weakness. Do I need hrct chest for covid"
Covid,https://www.medhelp.org/posts/COVID19/What-is-the-latest-covid-variant-like-for-people/show/3078247,What is the latest covid variant like for people?,"I'm wondering about those who test positive for covid recently, what are you experiencing real world? We've had two bouts of the sick in the past three months that hit our whole house. The first was in July and brought to us from my darling husband who had traveled in Europe for work. I personally was the sickest of all. Fever, super sore throat, nausea, headache, congestion. Not gonna lie, it was brutal. We didn't think we had covid but I do kind of wonder after the fact. NOW, we are all sick again. I'm starting to feel a bit better but it's sore throat, cough, congestion and fatigue. The last illness was sick level 9 out of 10 for me and this is like level 4. Our home tests always say negative. Not confident in them and to test for covid here now is an ordeal. Last time my husband did get tested at an urgent care and was negative but not confident about that either. Anyway, I'm just curious as to what people are seeing or is my family the only one plagued by illness lately?"
Covid,https://www.medhelp.org/posts/COVID19/Leg-pain-anxiety-twitching/show/3070057,"Leg pain, anxiety, twitching","It all started with pain, numbness and tingling in my right ankle.  Then, my whole family came down with a ""virus"" around Christmas.  My whole body ached, but i got through it.  My right leg began having lots of muscle twitching and strange sensations.  It's been four long months and I am still having them and noticing some atrophy in the leg now as well!  I get occassional twitching in other leg and around my body, but mainly the right let and still have the weak ankle feeling.  I am trying to get in to see a neuro.  Does anyone have any thoughts on what this could be?"
Covid,https://www.medhelp.org/posts/COVID19/Post-Covid-Constipation/show/3076797,Post Covid Constipation?,"For the past month after a bout with Covid/Flu, my bowel movements consist of passing stools that come out in pieces. For years intermittently I might experience this on occasion, but this would go away in a matter of days on its own, or with some additional fiber into the diet. I noticed that immediately after Covid subsided I was constipated and didn't go for a few days -- then I started getting regular again, except this persistent breakage. At times it feels like it breaks as it passes (looks rather normal other than coming out in pieces); other times it just comes out in pieces with the pebble look. Haven't gone the laxative route yet but have tried some apple pectin with mixed results so far; one night I drank smooth move tea but that didn't do anything. Any thoughts on having these types of symptoms post covid? Figure this sounds like a bout of persistent constipation but the duration (a month now) is longer than I have experienced before. Any thoughts or similar experiences?"
Covid,https://www.medhelp.org/posts/COVID19/I-lost-my-smell-and-want-it-back-covid/show/3070084,"I lost my smell and want it back, covid!","I had covid over a year ago.  It was a nasty case of it and I had a second round of it a few months ago again.  Blah. I lost all smell and taste. It's since come back to some extent but isn't the same.  Things smell very weird, off, faint or not at all and lots of things taste really bad (like bug spray). So, I got something to try and wanted to know if anyone else has heard of this.  I listened to a radio program about it and it is retraining your smell. I purchased a smell training kit online.  Pretty cheap. But it has four scents and I'm supposed to expose myself to them for a few seconds twice a day. What exactly this will do, I have no idea.  ha.  I'm charting it.Lemon is very faint.  Rose is strange. Anyway, hoping this helps as it is being recommended by doctors for those who have long term loss of scent from covid 19"
Covid,https://www.medhelp.org/posts/COVID19/sudden-memory-loss/show/3068681,sudden memory loss,"My 73 year old father in law had his Pfizer vaccine in March.  He immediately lost short term memory and now has started to lose long term memory.  We have taken him for a neuropsychologist eval which revealed severe dementia of unknown origin.  All neuro image testing has been normal (CT scan, PET scan) All blood work has been normal.  He now presents like an Alzheimers patient with sexual inappropriateness but neurologist said he has the symptoms of an Alzheimers/dementia patient without having the actual disease.  I have tried researching about vaccine side effects but not finding any information that could help explain what might have happened to my father in law that was completely independent prior to the vaccine and now requires 24 hour caregivers. 1.  Any recommendations on possible further testing? 2. Have there been any reports of dementia from the vaccine? He has had testing for 9 months and his case has not been reported as of yet. 3.  Any place we could take him that is doing testing for patients that had neurological side effects after vaccine? 4. Any treatment options? Thank you for any help offered"
Covid,https://www.medhelp.org/posts/COVID19/Anyone-else-with-heart-effects-from-COVID-Unvaxed-older-female/show/3075848,Anyone else with heart effects from COVID? (Unvaxed older female),"I was not vaccinated and got hit hard by Covid. I am a 60 year old female. After nearly 3 years of super cautious behavior, I wonder if the new very contagious strain is what got me. At lunch I was fine and by dinner I had the worst headache of my life, couldn't eat, and temp reached 102 at 1 am, the next day going up to 102.7 Tested positive on rapid covid antigen test  I also felt like i had knife blades in my throat and my nose and throat were quite congested. I was nauseous and could not eat for a whole week. Urine output was minimal although i was drinking a fair amount of water. Temp fell and then rose again but not to as high a level. Remained feeling very ill and congested Noticed throughout my heart rate was elevated but i attributer that both to fever and dehydration. After a week i started eating but remained very congested. My pulse ox meter did not show any dip in oxygen saturation at fingertip. I was encouraged to go to ER for fluids but I did not go despite being close. I felt very sick. Its now been two and a half weeks since covid onset and I've noticed something odd about my heart. First i saw on pulse oximeter that not only had it remained higher than usual, but it would speed up then slow down then speed up then slow down. It was not a stable rhythm. I used my kardia monitor  and also payed for membership to get the advanced feature of a graph of the R-R interval. It was highly variable and Was able to determine that this was a a sinus arrhythmia. So not a fib or flutter but varying rhythm . Docs have been frustrating on this. If you look this up, you'll find  it is fine if you are a kid but if you are older and get it as an adult, it usually signifies heart disease  i do not know if mine is respiratory or non- respiratory sinus arrhythmia but either way  in older adult indicates an underlying problem. Very frustrating to have a doc instead say “normal variant” despite this and despite never having it before. Before covid i had Sjogrens Syndrome, dysautonomia, and a mast cell issue , so not in the best of health and knew i would get hit hard Currently , besides heart (also 25 beats higher than normal) , temp still a degree higher than usual, lots of sinus pressure, anosmia, intense rib pain apparently  from a few coughing fits, Headaches, sleeping alot, eating alot, and i Don't feel back to my usual self yet. I assume too soon for long covid Anyone else experience a heart change? And  still there 2.5 weeks past onset? It might be easy to miss this one if one weren't obsessively checking pulse ox meter. and noticed the odd jumping around was different than usual. Any  comments? Input would be helpful. Will i feel better? What about the body temp and headaches? Etc. Thanks for any help. I don't have enough stories to know  how typical or atypical my case was, especially from unvaccinated older people   Would be helpful to compare. Thanks"
Covid,https://www.medhelp.org/posts/COVID19/Omnicron-Coronavirus/show/3069153,Omnicron/Coronavirus,Why isn't Amylase used to suppress the carbohydrates in the Omnicron/Coronavirus? Thoughts?
Covid,https://www.medhelp.org/posts/COVID19/Omicron-2-months-ago-still-so-fatigued-muscle-aches/show/3069456,"Omicron 2 months ago - still so fatigued, muscle aches","I had Omicron in mid December, like so many others. My biggest symptoms were night sweats, muscle aches (mostly back pain), fatigue, and some fever. I'm not sick anymore, obviously, but is anyone else still experiencing muscle aches and fatigue? My back still hurts, though it's better than it was, but the fatigue - I can barely make it through the day. Thanks :)"
Covid,https://www.medhelp.org/posts/COVID19/Corona-change-my-body/show/3061932,Corona change my body,I suffer from corona 6 months back after that my body change fully. Like not like before. Some time breathing problems not much stamina like before. It can be heal like before ?
Covid,https://www.medhelp.org/posts/COVID19/COVID-linked-weight-loss-Apologies-if-the-post-is-long/show/3071833,COVID linked weight loss? (Apologies if the post is long!),"Hey all, so I’m based in India where over the past month or so, there has been an uptick in infections which is pointing to a new wave that’s underway. I managed to not catch COVID in first three waves (or maybe I didn’t show any symptoms, I dunno), but tested positive on June 13th. I went through 2-3 days of 101 F fever, general tiredness, but was fine shortly afterwards. There was a lingering scratchyness in the throat, coupled with a stuffy (not runny) nose for a few days, but that also is largely gone. I took a test today that showed I’m negative now. I checked my weight today and realised I had dropped a fairly significant amount this month. Going through my phone’s health app, I realised that I was at 118.4 kgs / 261 lbs on June 3rd which has now come down to 113 kgs / 249 lbs. Barring a few days, I have generally been eating a very low calorie and clean diet. Plus the last couple of days, have been eating slightly less since my stomach was upset. My questions: - Have folks with COVID experienced similar weight loss in a short time? - Is a 5.4 kg / 12 lbs drop over a 25 day period that overlapped with a 12 day COVID period normal for an (overweight) guy like me? Thanks in advance for your responses!"
Covid,https://www.medhelp.org/posts/COVID19/Tested-positive-please-guide-someone/show/3068798,Tested positive please guide someone,"Hi guys below is my story 1. I have reached Dubai 24th December 2021. Tested at the airport on arrival on 24th December 2021. 25th I received my results from airport authority it was negative. 2. I was outside the next days but with proper protection mask and sanitizer and all that 3. on 1st of january in the afternoon lets say at 12:00 i started feeling bad and in the night it got worse, high fever terrible sweat and sore throat like i never had before. 4. on January second I took amoxilin and panadol which really did not help 5. The same day (02 january 2022) i tested (PCR) in the evening. on 03rd January i got my results which were negative. 6. then i went to the doctor he gave me Azithromycin and panadol which i took for three days and fever went down and throat got ok. 7. Now i wanted to travel to Europe and i tested myself on 05th January 2022 results received today (06th January 2022) which is positive. My questions are: 1. If i was sick from January 01-04th and in between i tested negative was it a false negative? 2. If i was sick and now i am ok and tested positive should i  be worry or prepare for the worse? Symptoms now: 1. shortness of breath 2. Loss of taste and smell 3. weakness 4. No fever no soar throat. please guide. kind regards M."
Covid,https://www.medhelp.org/posts/COVID19/Why-shortness-of-breath/show/3069177,Why shortness of breath?,"I am at the moment Covid-19 pos so I chose to post here however I don’t need to have covid for this to occur but for it to get as bad as I will talk about here I need to have a respiratory infection of some kind. I also have Sjögren’s syndrome which has me taking a steroid inhaler twice a day so I can breathe in the cold winter air. No asthma apparently but always get phlegm and coughy when I laugh hard or run a shorter distance. I was picked up by an ambulance and brought to the emergency room earlier this week because it was hard to breathe. Basically I was panting because my body told me too and whenever I tried to slow down my breathing it feels like when you’re holding your breath. The ambulance and emergency room found my O2 saturation at 100% and my blood gas showed signs of hyperventilation. Now this doesn't and didn’t surprise me at all as I can feel that I am getting enough oxygen, as long as I am panting. The first time this happened during another infection I had pre-corona the emergency room all thought I was having a panic attack. That is absolutely not what is happening. I have had them in the past, they’re completely different and don’t last for 6-8 hours. EKG was good. Blood gas good. As I managed to slow my breathing down more and more without feeling like I was going to suffocate my saturation sank and eventually the panting stopped completely and I had a saturation at 93-94%. According to the hospital staff, my saturation should still be bad even with the panting if that was the problem. I argue that my body obviously is panting for a reason. It’s basically very laborsome to fill my lungs. Am I missing something here? Is my logic really not valid? And what words am I supposed to use to explain how I feel to avoid the panic attack label? And why would I suddenly feel shortness of breath if I have no trouble saturating? Thank you for reading this far. While I’m just thankful I don’t need medical help, I want to understand what I am going through."
Covid,https://www.medhelp.org/posts/COVID19/Proper-mask-handling/show/3071938,Proper mask handling,"If someone regularly wears a high quality mask but frequently handles the mask improperly - i.e., grabbing the front of the mask to pull it down in order to blow their nose, wipe their face, etc. - how harmful is that? Are they still generally safe given that they’re wearing a highly protective mask? Does repeatedly handling the “contaminated” part of the mask practically negate the purpose of wearing one? What if the person touches the mask with one hand and blows their nose with the other? I’d appreciate some clarity on this. Thank you."
Covid,https://www.medhelp.org/posts/COVID19/How-risky-is-Omicron-variant/show/3068296,How risky is Omicron variant,"Hi, Death case of omicron is till now zero then why everyone is so tensed with this variant?"
Covid,https://www.medhelp.org/posts/COVID19/Just-having-cold-is-that-symtom-of-corona-covid-19/show/3053995,Just having cold is that symtom of corona covid-19,I am suffering from cold due to weather change from last 2 days and corona virus is spreading rapidly in my city. So is that symptom of corona virus
Covid,https://www.medhelp.org/posts/COVID19/Future-of-not-being-afraid-of-covid/show/3068329,Future of not being afraid of covid?,"So, there is some science to support that Covid will peter out.   Viruses, in general, become less virulent over time. Because if they remain deadly, they kill off their hosts and have no place to replicate and spread. Kind of interesting thought.  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7095397/  Title of the article:  We shouldn’t worry when a virus mutates during disease outbreaks.  Mutations are an expected part of virology and often, they become less severe as it happens. Would be good news. Seems to be the case for the new covid variant out of South Africa as it is being said to be less severe.  Obviously not getting comfortable or anything, scheduled for my booster next week. But would be great news if this is the case as who doesn't want to see an end of the threat of covid world wide??"
Covid,https://www.medhelp.org/posts/COVID19/Negative-PCR-next-day-positive-antigen/show/3068839,"Negative PCR, next day positive antigen","I have a family of six. We think we got exposed around the new year or eve. My oldest daughter (10) woke up with a headache on Tuesday 1/4. Tested positive on PCR with sample taken on 1/6. Mine came negative. I am vaccinated and boosted. My younger daughter (7), my wife and my olde son (5) took PCR on 1/7, all negative. All of us took RAPID antigen on Saturday 1/8. My daughters both came positive, the rest of us including our youngest son (21 months) came negative. What to do now? When should we retest? My younger daughter’s negative PCR but positive rapid the next day is puzzling. With 4 young children, isolation is not easy. Masking at home would have been possible but we gave up on it eventually. Most important thing - none of us has any symptoms at this time."
Covid,https://www.medhelp.org/posts/COVID19/Anyone-else-develop-sensitive-skin-with-covid/show/3068775,Anyone else develop sensitive skin with covid?,"At first, I had the usual body ache type feeling from head to toe with chills..but for the last couple of days, my skin just feels super weird and sensitive particularly in my lower torso and back. Also theres like a soreness on the skin of the top of my scalp but i see no visual manifestations along with the feeling (i have very short hair, nearly shaved so id see it) Thanks"
Covid,https://www.medhelp.org/posts/COVID19/Booster-for-Covid-Vaccine/show/3068173,Booster for Covid Vaccine,"There is a bit of bad publicity about it in terms of people reporting issues after getting the booster.  But now they are recommending that everyone does and soon with the new variant.  My question is that if one of the things they are reporting is that these new variants are 'outsmarting' our vaccines, is there a point?  Especially if the booster is associated with more adverse events? I have a doctor's appointment this week so will get the 411 for myself but to booster or not to booster. That's the question. Had covid.  Had full dosing of the Pfizer vaccine. I do have a couple of risk factors making me slightly higher risk."
Covid,https://www.medhelp.org/posts/COVID19/-Depression-and-Anxiety-double-risk-of-death-from-covid/show/3067718,Depression and Anxiety double risk of death from covid?,I caught wind of several articles lately that talk about DOUBLE risk of death from covid if you are depressed and anxious. Here's an easy to read link: https://www.verywellmind.com/mental-illness-doubles-risk-of-covid-19-death-study-says-5194637  Any thoughts?
Covid,https://www.medhelp.org/posts/COVID19/COVID-Testing-Advice/show/3067941,COVID Testing Advice,"I recently tested negative for Covid. Should I continue to monitor myself for symptoms and go back for additional test later? Additionally, should I be worried about potential exposure to covid at the doctor’s office while getting tested for covid?"
Covid,https://www.medhelp.org/posts/COVID19/Ventilators/show/3055192,Ventilators,"When I have a respiratory infection, and I have had many, the last thing in the world I feel like doing is lying down flat in bed. In that position I feel like a crockpot drowning in fluid which is slowly petrifying.. Many of the photos on TV show people flat, or maybe raised up 10degrees, in the hospital on vents. I said to Mom 'Promise me you won't let them lower the head of my bed below 45 degrees if I am ever in this situation."" Any research on the degree of upper body elevation?"
Covid,https://www.medhelp.org/posts/COVID19/Covid-vaccine-neurological-adverse-reactions/show/3065288,Covid vaccine neurological adverse reactions?,"Hi, over 10 years ago i had a terrible adverse reaction from the H1N1 vaccine. It was the worst time of my life. I am looking for anyone who could help guide me in terms of if you have had bad reactions to previous vaccines and gotten vaccinated for Covid and are ok or if you have had bad tingling or numbness or been debilitated by the Covid vaccine. Any and all help/input is appreciated. Thank You, Cathy"
Covid,https://www.medhelp.org/posts/COVID19/Boostered-What-did-you-get-Did-you-mix-How-were-the-side-effects/show/3068207,Boostered? What did you get? Did you mix? How were the side effects?,"So I'm planning on getting my Covid booster this weekend. I got the Moderna vaccine in May, and both doses knocked me flat for a few days with side effects. What has been your experience with the booster? Did you mix? How were the side effects, especially compared to the first two doses? I'm going to get it anyway, just want to be prepared. Whatever the side effects, it's better than Covid."
Covid,https://www.medhelp.org/posts/COVID19/COVID-vaccine/show/3068476,COVID vaccine,My parents have taken J &J vaccine in April 2021. Can they now take 2 doses of covishield vaccine in India? Thanks
Covid,https://www.medhelp.org/posts/COVID19/Rash/show/3067764,Rash,"I have had covid for 15days and now have developed a rash from neck down, not itchy."
Covid,https://www.medhelp.org/posts/COVID19/Reaction-to-Moderna-Vaccine-1st-dose/show/3068445,Reaction to Moderna Vaccine -1st dose,"On August 12, 2021 I received my 1st moderna dose. Within a few minutes I had the sensation of pins and needles passing back and forth across my body. At about 15 minutes I was nauseous. By the evening i had diarrhea. The next morning when I woke up my left arm (injection arm) was extremely painful, The pain extended down my arm into my elbow and wrist and my grip strength was diminished. The pain continued to expand out across my body and into my hips, legs, neck, chest, feet, pretty much every where. My skin buzzed and I had internal tremors. I felt like I was plugged into an electrical outlet. My eyes were inflamed and blurry, my ear were ringing very loudly, I became sun sensitive and it felt like my skin was burning and itchy at the same time. I would sweat very much with very little exertion. My legs were shaky and buckled as I walked. I had extreme pain all over my body with sharp pressure points in several areas including my neck, throat, back/ shoulders, low back, elbows, knees, feet etc. I even had seizures for a few nights. (not grand maul but my body would cramp up and start shaking and shivering uncontrollably). My blood pressure which was borderline high skyrocketed to 198/105 and stayed in the 190's/100's for a few weeks. Anxiety was high, depression setting in, memory and thinking were diminished. Did I mention sharp abdominal pain when pressed? These symptoms progressed for a little over three months and then finally started to subside. As a result of my falling and instability I did get a labral tear in my right hip. Throughout this I have been seen by my general practitioner, rheumatologist orthopedist and yes a psychiatrist for the severe anxiety, depression and cognitive issues. I have had a myriad of blood work completed  for inflammatory markers and autoimmune indicators which all returned normal except as follows; ANA - positive ANCA  ANTIBODIES - positive ATYPICAL P-ANCA TITER - elevated above normal range (1:32 titer  standard less than 1:20 titer) AST - higher than normal Chloride - lower than normal So far I get the I don't know, don't worry answer. Maybe you have fibromyalgia. But this is not likely related to the moderna vaccine. You should probably see a cardiologist. Anyone have any thoughts? I hurt all over and everything is tingly, burny and such."
Covid,https://www.medhelp.org/posts/COVID19/Your-nostrils/show/3067848,Your nostrils...,"I saw on Today show this week where they are now recommending people blow their nose right before their nasal swab to have an accurate viral load for testing. The hairs in your nose are the front line defence of your body, but they also become the retainer/incubator... Runny nose? Don't sniff. Don't snort. Don't swallow. (You have to breathe lol which is why I have wiped out my nostrils with tissues dampened with mouth wash from the very beginning of this disorganized ineptly managed pandemic.)"
Covid,https://www.medhelp.org/posts/COVID19/Should-I-take-my-pfizer-covid-19-vaccine-after-a-single-dexamethasone-shot/show/3068370,Should I take my pfizer covid 19 vaccine after a single dexamethasone shot ?,"My doctor had the sister administer a single dexamethasone shot 4 mg & Lyncmicin because I was having a cold. This was my 1st time receiving immune suppressant, I am young 32, healthy. I was fully immunized in July 2020, pfizer shots both."
Covid,https://www.medhelp.org/posts/COVID19/New-Variant-woes/show/3068138,New Variant woes,I'm starting to think that vaccines are important but more so are therapeutics. I don't think we'll ever get passed these mutations occurring over and over. https://www.genengnews.com/a-lists/seven-up-and-coming-covid-19-drugs/  This article has a list of things that are undergoing testing/trials so they can be available for the public and to me? This is the key.  We need a tamiflu for covid.  Bring it on.  This is getting old . . .   New variant scaring people already.  But I have read that the seriousness of illness from it may be slightly less than previous strains. Hope so!
Covid,https://www.medhelp.org/posts/COVID19/Lots-of-small-bumps-on-legs-and-arms/show/3068713,Lots of small bumps on legs and arms,After dealing with covid for a few days suddenly a ton of small bumps appear on legs and arms.  These bumps appeared after my covid started getting better. I did take advil during this time.
Covid,https://www.medhelp.org/posts/COVID19/Covid-day-6/show/3068696,Covid day 6,"Today I’m on Day 6 of Covid and I feel much better but still anxious about all the awful things that could happen to my lungs . Idk if it’s possible for things to turn around now because I have improved n my concern is that things go back to bad because reading online articles say mild symptoms can turn into severe on 5-10 days . My symptoms day 1,2,3,4 were not really mild I’d say . Fever , wet cough and fatigue in bed , groggy and def sick . Day 5 was a huge improvement and now day 6 I’m dry coughing a bit but I’m up n moving around . Started sneezing a bit but I’m still okay . My oxygen is 97-99 and no fever as of this morning .  Being anxious is the worst bc all I can think about it the worst case scenario . I’m a 37 year old male with no bone chronic or underlying conditions . Clearly anxiety n fear . That’s chronic . I’m no doctor but I know I feel much better than the first 4 days but I’m not 100% and that scares me that I’m not out of this thing yet and scared for my lungs  ."
Covid,https://www.medhelp.org/posts/COVID19/Not-sure-if-Covid/show/3068318,Not sure if Covid?,"I didn’t think much but last month I went to a wedding and was playing with a few kids. One for for sure sounded sick, stuffy nose slight fever. I would say a few days later I came down with itchy throat slight fever then a horrible cough that lasted a couple weeks. I lost my sense of smell/taste for a day or 2 with diarrhea  but not sure from the stuffy nose. I was in Hawaii at the time and just stayed in my room but didnt take the pcr. I would say I never was fatigue or a crazy high fever. I am also fully vaccinated."
Covid,https://www.medhelp.org/posts/COVID19/I-feel-overly-anxious/show/3068579,I feel overly anxious.,"I (26F) and my daughter had both tested positive for COVID last month. It has been almost six weeks since I tested positive for COVID. It has been three weeks since my daughter tested positive for COVID. I tested positive for COVID with both a home test and a PCR test before I really noticed symptoms. My daughter tested negative at first, and then positive later. I tested negative on a home test a little over three weeks after I first tested positive. My daughter tested negative on a home test a few days after I tested negative on the home test. We both went to the doctor two days ago, and they tested both of us using a PCR COVID test, and we were negative. They also tested her for a lot of other viruses, and they detected rhinovirus, adenovirus, and human metapneumovirus. We went back yesterday, because my daughter was throwing up. She gets ear infections frequently, so I was worried she had one. They didn't check her ears at the first appointment. They did find that she had an ear infection at the appointment we went to yesterday. They put her on an antibiotic. I am really worried about my child. I am also worried about what I am going through. Even before COVID, I suffered from frequent sinus issues (headaches, pressure, post nasal drip), GERD, pleurisy, muscle and joint pain, etc. I am currently experiencing pain in my legs, fingers, ankles, wrists, arms, and all of my head. I have pressure in my face. I can feel the mucus in my throat. I have a sour taste in my throat. My chest is heavy. It feels like someone has their hand over my mouth and nose. I have pressure and pain in my abdomen and back (I also experienced this before COVID). I am really scared. Do you all think that the tests were accurate? I just hope that we both truly are negative for COVID now."
